,gender,name,original_name
153080,1,Zena Walker,Zena Walker
29306,2,John Paul,John Paul
984371,2,André van Gyseghem,André van Gyseghem
125378,0,Anthony Kemp,Anthony Kemp
31197,1,Stacy Dorning,Stacy Dorning
1217108,1,Mel Churcher,Mel Churcher
3212069,0,Josephine Gillick,Josephine Gillick
1221507,2,Llewellyn Rees,Llewellyn Rees
55037,2,Jeremy Kemp,Jeremy Kemp
165373,2,Michael Witney,Michael Witney
1074070,1,Gloria Paul,Gloria Paul
47848,2,André Maranne,André Maranne
1236632,1,Doreen Keogh,Doreen Keogh
93310,2,Laurie Main,Laurie Main
1046080,2,Ingo Mogendorf,Ingo Mogendorf
152673,2,Don Knight,Don Knight
15724,1,Miko Mayama,Miko Mayama
154431,1,Mary Munday,Mary Munday
3739022,0,Winston Char,Winston Char
3739023,0,Bill Fong,Bill Fong
129725,2,Al Harrington,Al Harrington
3739024,0,Daniel Kaleikini Jr.,Daniel Kaleikini Jr.
3685204,0,Galen Kam,Galen Kam
9462,2,Randall Duk Kim,Randall Duk Kim
26690,2,Martin Potter,Martin Potter
18241,2,Hiram Keller,Hiram Keller
68405,2,Max Born,Max Born
68406,2,Salvo Randone,Salvo Randone
1014439,2,Mario Romagnoli,Mario Romagnoli
994871,2,Fanfulla,Fanfulla
33807,2,George Eastman,George Eastman
1196792,0,Carlo Giordana,Carlo Giordana
1385158,0,Donyale Luna,Donyale Luna
44421,1,Elisa Mainardi,Elisa Mainardi
1014273,0,Marcella Di Falco,Marcella Di Falco
1677527,0,Hylette Adolphe,Hylette Adolphe
1677528,0,Joseph Wheeler,Joseph Wheeler
39274,1,Lucía Bosé,Lucía Bosé
1677530,0,Giuseppe Sanvitale,Giuseppe Sanvitale
237334,1,Danika La Loggia,Danika La Loggia
260229,2,Richard Simmons,Richard Simmons
3335490,0,Eugenio Mastropietro,Eugenio Mastropietro
2558389,1,Maria Mascarielli,Maria Mascarielli
230721,1,Dalia Zagni,Dalia Zagni
68330,2,Ottaviano Dell'Acqua,Ottaviano Dell'Acqua
3418218,0,Genius,Genius
1947072,1,Catharina Dahlin,Catharina Dahlin
2569733,0,René Fiorentini,René Fiorentini
238503,0,Heinz-Detlev Bock,Heinz-Detlev Bock
115247,2,Erich von Däniken,Erich von Däniken
1980978,2,Kevin Kennedy,Kevin Kennedy
1107983,2,Martin Luther King Jr.,Martin Luther King Jr.
1280183,1,Coretta Scott King,Coretta Scott King
3671596,2,A.D. King,A.D. King
2352955,0,Dexter King,Dexter King
1236546,1,Yolanda King,Yolanda King
2644138,0,Martin Luther King III,Martin Luther King III
3330747,1,Bernice King,Bernice King
1188878,0,Ralph Abernathy,Ralph Abernathy
943183,2,James Baldwin,James Baldwin
9851,2,Leonard Bernstein,Leonard Bernstein
1618700,2,H. Rap Brown,H. Rap Brown
573774,2,Stokely Carmichael,Stokely Carmichael
58181,2,Wilt Chamberlain,Wilt Chamberlain
1187297,0,Xernona Clayton,Xernona Clayton
3671608,0,Bull Connor,Bull Connor
214943,2,Dick Gregory,Dick Gregory
2490845,0,Al Hibbler,Al Hibbler
21112,2,Hubert H. Humphrey,Hubert H. Humphrey
89289,2,Jesse Jackson,Jesse Jackson
3671621,0,Gunnar Jahn,Gunnar Jahn
1386797,1,Ethel Kennedy,Ethel Kennedy
932497,2,Robert F. Kennedy,Robert F. Kennedy
1006651,2,John Lewis,John Lewis
3668945,2,Eugene McCarthy,Eugene McCarthy
2810624,0,Robert Moseley,Robert Moseley
5342,2,Mike Nichols,Mike Nichols
27765,2,Richard Nixon,Richard Nixon
3671625,0,John M. Patterson,John M. Patterson
1131525,0,A. Philip Randolph,A. Philip Randolph
3671626,0,Frederick Reese,Frederick Reese
92899,2,Nipsey Russell,Nipsey Russell
1131527,0,Bayard Rustin,Bayard Rustin
1654295,0,Fred Lee Shuttlesworth,Fred Lee Shuttlesworth
960479,1,Nina Simone,Nina Simone
122750,1,Leslie Uggams,Leslie Uggams
3142410,0,C.T. Vivian,C.T. Vivian
15864,2,Clarence Williams III,Clarence Williams III
1818,2,Paul Winfield,Paul Winfield
555316,2,Andrew Young,Andrew Young
86385,2,Richie Havens,Richie Havens
47096,2,Roger Daltrey,Roger Daltrey
89656,2,John Entwistle,John Entwistle
96410,2,Keith Moon,Keith Moon
47098,2,Pete Townshend,Pete Townshend
57891,2,Joe Cocker,Joe Cocker
1120068,2,Country Joe McDonald,Country Joe McDonald
1120069,0,Barry Melton,Barry Melton
2392163,0,Greg Dewey,Greg Dewey
2392164,0,Mark Kapner,Mark Kapner
2392165,0,Doug Metzler,Doug Metzler
165802,2,David Crosby,David Crosby
84874,0,Stephen Stills,Stephen Stills
109578,2,Graham Nash,Graham Nash
15425,2,Neil Young,Neil Young
2279149,2,Ric Lee,Ric Lee
2279150,2,Leo Lyons,Leo Lyons
2282705,0,Alvin Lee,Alvin Lee
2282706,0,Chick Churchill,Chick Churchill
86390,2,John Sebastian,John Sebastian
115089,2,Carlos Santana,Carlos Santana
129788,0,Gregg Rolie,Gregg Rolie
2392173,0,José Areas,José Areas
2392174,0,Mike Carabello,Mike Carabello
1455,0,Michael Shrieve,Michael Shrieve
2392175,0,David Brown,David Brown
1972668,2,Sly Stone,Sly Stone
2027216,0,Rose Stone,Rose Stone
2392177,0,Freddie Stone,Freddie Stone
1425516,0,Cynthia Robinson,Cynthia Robinson
2392178,2,Greg Errico,Greg Errico
1234944,2,Larry Graham,Larry Graham
1425517,0,Jerry Martini,Jerry Martini
86392,2,Jimi Hendrix,Jimi Hendrix
2392182,0,Alan Wilson,Alan Wilson
1120052,2,Bob Hite,Bob Hite
1708758,2,Harvey Mandel,Harvey Mandel
1120059,2,Larry Taylor,Larry Taylor
1764146,2,Fito De la Parra,Fito De la Parra
2392190,0,Bob Davis,Bob Davis
2392191,0,Lilli Georgescu,Lilli Georgescu
1433,0,Marty Balin,Marty Balin
1456,1,Grace Slick,Grace Slick
1445,2,Paul Kantner,Paul Kantner
1446,2,Jorma Kaukonen,Jorma Kaukonen
1438,0,Jack Casady,Jack Casady
1441,0,Spencer Dryden,Spencer Dryden
140508,2,Nicky Hopkins,Nicky Hopkins
86395,1,Janis Joplin,Janis Joplin
76148,0,Lawrence Ferlinghetti,Lawrence Ferlinghetti
1442,2,Jerry Garcia,Jerry Garcia
65553,2,Bill Graham,Bill Graham
1654010,2,Wavy Gravy,Wavy Gravy
1357853,2,Justin Kreutzmann,Justin Kreutzmann
1448,2,Michael Lang,Michael Lang
